Date,Open,High,Low,Close,Volume,RSI,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Histogram,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,ATR,Stoch_K,Stoch_D,Volume_SMA,Volume_Ratio,Price_Change,High_Low_Ratio,Close_Open_Ratio,Volatility
2025-02-01 00:00:00+05:30,1265.0999755859375,1270.550048828125,1241.0,1264.5999755859375,7118453,,,,1264.5999755859375,1264.5999755859375,,,,,,,,,0.0,,,,,,1.023811481730963,0.9996047743185131,
2025-02-03 00:00:00+05:30,1251.0,1256.0,1237.550048828125,1245.9000244140625,9252345,,,,1254.4708353678384,1254.890385554387,,,,,,,,,0.0,,,,,-0.014787246190804848,1.0149084485022208,0.9959232809065248,
2025-02-04 00:00:00+05:30,1248.050048828125,1288.800048828125,1246.5999755859375,1285.199951171875,16691069,,,,1266.4644163629473,1265.78031819862,,,,,,,,,0.0,,,,,0.03154340315250814,1.033852137067749,1.0297663562279673,
2025-02-05 00:00:00+05:30,1282.6500244140625,1290.5,1276.699951171875,1278.199951171875,10112028,,,,1270.16886607203,1269.2523048452024,,,,,,,,,0.0,,,,,-0.005446623300613407,1.010809155914401,0.9965305631641644,
2025-02-06 00:00:00+05:30,1273.699951171875,1288.0,1270.3499755859375,1281.550048828125,9956001,,,,1273.2610927507794,1272.104202398104,,,,,,,,,0.0,,,,,0.0026209496043076985,1.013893828278244,1.0061632236454334,
2025-02-07 00:00:00+05:30,1276.1500244140625,1283.699951171875,1262.0,1266.699951171875,8764283,,,,1271.6663901667296,1271.021773980252,,,,,,,,,0.0,,,,,-0.011587606484685709,1.017194889993562,0.9925948571395229,
2025-02-10 00:00:00+05:30,1264.5,1266.5,1245.550048828125,1253.6500244140625,6970972,,,,1267.6461011834758,1267.9322983726677,,,,,,,,,0.0,,,,,-0.010302303040068406,1.0168198389069838,0.9914195527197015,
2025-02-11 00:00:00+05:30,1264.550048828125,1264.550048828125,1230.0999755859375,1234.8499755859375,8859714,,,,1260.8020552614344,1262.6019164471545,,,,,,,,,0.0,,,,,-0.014996249720420907,1.0280059132801607,0.9765133271951466,
2025-02-12 00:00:00+05:30,1219.449951171875,1226.9000244140625,1193.3499755859375,1216.550048828125,21131654,,,,1252.0474333284071,1255.7760186922642,,,,,,,,,0.0,,,,,-0.014819554698641935,1.0281141739762067,0.9976219587028043,
2025-02-13 00:00:00+05:30,1217.050048828125,1228.0,1212.0,1216.0999755859375,8511216,,,,1245.2354040569874,1250.3011108981354,,,,,,,,,0.0,,,,,-0.0003699586733986182,1.0132013201320131,0.9992193638683123,
2025-02-14 00:00:00+05:30,1219.0,1224.0,1205.449951171875,1217.25,10298145,,,,1240.114749890311,1246.0143713440405,,,,,,,,,0.0,,,,,0.0009456660119644411,1.0153884852789548,0.9985643970467596,
2025-02-17 00:00:00+05:30,1211.0999755859375,1227.5,1204.5,1224.9000244140625,8166683,,,,1237.4096216484413,1243.4201411373529,,,,,,,,,0.0,,,,,0.006284678097401963,1.0190950601909505,1.0113946404973284,
2025-02-18 00:00:00+05:30,1224.8499755859375,1229.9000244140625,1216.0999755859375,1225.4000244140625,6673250,,,,1235.3242993301628,1241.309087713572,,,,,,,,,0.0,,,,,0.0004081965793405473,1.0113477913865394,1.0004490744491887,
2025-02-19 00:00:00+05:30,1219.5,1232.75,1217.550048828125,1227.449951171875,6217338,35.908068030650796,,,1233.983549252633,1239.752541745591,,,,,,,,,24.021432059151785,35.10032631654338,,,,0.00167286332378902,1.0124840462915712,1.006519025151189,
2025-02-20 00:00:00+05:30,1223.949951171875,1239.3499755859375,1222.0,1233.0,7795582,40.30430467180251,,,1233.8187879150414,1239.0220821351293,,,,,,,,,23.544899453922195,40.813190375609565,,,,0.0045216090666884146,1.0141980160277722,1.007394133084821,
2025-02-21 00:00:00+05:30,1228.699951171875,1240.0,1222.1500244140625,1228.1500244140625,6904025,37.860367929788296,,,1232.8819800508277,1237.8847755856834,,,,,,,,,23.138119177637574,35.82093678103871,37.24481782439722,,,-0.003933475738797654,1.014605388233327,0.999552432017851,
2025-02-24 00:00:00+05:30,1216.550048828125,1223.25,1210.5,1214.550048828125,7172498,32.00060579504422,,,1229.8866655990694,1235.5160970406753,,,,,,,,,22.74611240881078,21.82199476536496,32.818707307337746,,,-0.01107354583364184,1.0105328376703842,0.9983560068063566,
2025-02-25 00:00:00+05:30,1211.0,1221.0,1201.5,1204.0,11552182,28.336691373016777,,,1225.69695797052,1232.4023622175453,,,,,,,,,22.51424723675287,11.252003874264386,22.964978473556016,,,-0.008686384590165241,1.0162297128589264,0.9942196531791907,
2025-02-27 00:00:00+05:30,1212.800048828125,1215.0,1200.6500244140625,1207.0999755859375,11509215,30.842316226027762,,,1222.7109654655226,1229.9628460234608,,,,,,,,,21.931084975980344,15.218598467601707,16.09753236907702,,,0.0025747305531043096,1.0119518388324196,0.9953000717243579,
2025-02-28 00:00:00+05:30,1202.0,1217.3499755859375,1193.300048828125,1200.0999755859375,23007298,28.42545831609108,1236.2599975585938,,1219.1046945276837,1227.1465503606262,,,,1288.3359422709107,1236.2599975585938,1184.184052846277,104.15188942463374,0.1528145368037479,22.082430817539784,9.289523625290585,11.920041989052224,10333197.55,2.226541967157107,-0.0057990225677886365,1.0201541320487086,0.9984192808535254,
2025-03-03 00:00:00+05:30,1204.0,1206.449951171875,1156.0,1171.25,17944938,21.09018105362776,1231.5924987792969,,1211.5151051298715,1221.9796259090203,,,,1289.1198046770785,1231.5924987792969,1174.0651928815153,115.05461179556323,-0.024468318458346395,24.108682271420868,14.0488191066099,12.852313733167398,10874521.8,1.6501818038564233,-0.02403964350707677,1.0436418262732483,0.9727990033222591,0.011579190591175013
2025-03-04 00:00:00+05:30,1162.199951171875,1174.0,1159.550048828125,1161.9000244140625,11377373,19.34762620454096,1227.3924987792968,,1203.6835276444685,1216.5261744268232,,,,1291.962600703708,1227.3924987792968,1162.8223968548857,129.14020384882224,-0.007142411219227932,23.41877290716759,7.023838588169643,10.120727106690042,10980773.2,1.03611765699705,-0.00798290338180363,1.012461688209559,0.9997419318788389,0.011335646019609189
2025-03-05 00:00:00+05:30,1161.0,1183.0,1157.0,1175.5999755859375,8664095,28.64999176528218,1221.9125,,1199.2682946257612,1212.8722921422527,,,,1284.5010716194845,1221.9125,1159.3239283805153,125.17714323896917,0.13002411450108284,23.60314627094133,23.333304268973215,14.80198732125092,10579424.5,0.818957118130575,0.011790989658326145,1.0224719101123596,1.0125753450352606,0.008677674199519442
2025-03-06 00:00:00+05:30,1197.0,1213.949951171875,1185.1500244140625,1209.5999755859375,14468014,45.46201309795055,1218.4825012207032,,1200.88716014645,1212.584516256845,,,,1275.6396000839902,1218.4825012207032,1161.3254023574161,114.3141977265741,0.42229726655641137,24.656491222012484,63.80949474516369,31.38887920076885,10797223.8,1.3399753740401306,0.028921402437979582,1.024300659127144,1.0105262953934315,0.011428608494739407
2025-03-07 00:00:00+05:30,1216.0,1254.800048828125,1212.0,1249.800048828125,16474965,58.04853302028368,1216.895001220703,,1208.5295646059228,1215.8125770467027,,,,1268.4460242062203,1216.895001220703,1165.343978235186,103.10204597103439,0.8191502874411076,26.12388993773927,94.93927375613131,60.69402425675607,11123172.0,1.4811391031263383,0.03323418820566215,1.0353135716403672,1.027796092786287,0.013949689813844496
2025-03-10 00:00:00+05:30,1245.0,1258.0,1235.4000244140625,1238.4000244140625,11931051,54.22660420856621,1215.4800048828124,,1213.1855109409673,1217.747299134946,-10.228365748294436,,,1262.8707815053788,1215.4800048828124,1168.089228260246,94.78155324513273,0.7418194126020728,25.872181769753432,80.7843376608456,79.84436872071353,11281510.4,1.0575756771008251,-0.009121478611520129,1.018293649942784,0.9946988147904117,0.013863314150611535
2025-03-11 00:00:00+05:30,1240.0,1249.5,1229.75,1247.300048828125,10089838,56.627513566777196,1215.1625061035156,,1218.492240378733,1220.2496534841496,-6.802608096020322,,,1261.6016646674225,1215.1625061035156,1168.7233475396088,92.87831712781372,0.846017711328507,25.4348830719139,89.5098517922794,88.41115440308543,11437453.7,0.8821751995376385,0.007186712078977475,1.016060174832283,1.0058871361517137,0.013799659098677865
2025-03-12 00:00:00+05:30,1258.0,1263.0,1244.0,1257.050048828125,11977555,59.15505919206267,1216.272509765625,,1224.4799088407176,1223.333012285714,-3.263309558244373,,,1265.5174178453549,1216.272509765625,1167.0276016858952,98.48981615945968,0.9140279741864802,24.975248566777193,94.43929797021028,88.24449580777843,11593345.75,1.0331404978584375,0.007816884164448146,1.015273311897106,0.9992448718824523,0.013447482360509494
2025-03-13 00:00:00+05:30,1260.050048828125,1264.1500244140625,1243.8499755859375,1247.9000244140625,9505270,55.864834759149765,1217.8400085449218,,1228.1115885439792,1225.3715860238099,-1.1830826279660869,,,1268.9797904477598,1217.8400085449218,1166.7002266420839,102.27956380567593,0.7939005090621291,24.641305728302036,84.97457574509151,89.6412418358604,11012026.55,0.8631717292762974,-0.0072789658793558365,1.01632033543158,0.9903575064932045,0.013082036159291715
2025-03-17 00:00:00+05:30,1242.1500244140625,1257.4000244140625,1233.0999755859375,1238.8499755859375,16640917,52.74027134954762,1218.9775085449219,,1229.7747247226605,1226.4801515339927,-0.26173399790650365,,,1270.9176651498365,1218.9775085449219,1167.0373519400073,103.88031320982918,0.691301570306926,24.61693023543225,76.60652508846286,85.34013293458823,11418511.6,1.457363059472655,-0.007252222654915319,1.0197064709344255,0.9973432767674889,0.01321955360975129
2025-03-18 00:00:00+05:30,1238.8499755859375,1238.8499755859375,1238.8499755859375,1238.8499755859375,0,52.74027134954762,1220.0575073242187,,1231.17882994099,1227.4892919067404,0.46310306550640234,,,1272.7025489786292,1220.0575073242187,1167.4124656698082,105.29008330882107,0.6784827941165128,22.85857807575852,76.60652508846286,79.39587530733907,10903604.35,0.0,0.0,1.0,1.0,0.013221485072006075
2025-03-19 00:00:00+05:30,1241.050048828125,1253.25,1238.800048828125,1247.1500244140625,16162399,55.39392319508339,1221.1700073242187,,1233.6477095504158,1229.081279912667,1.687829981073719,,,1275.1020079165778,1221.1700073242187,1167.2380067318595,107.86400118471829,0.7408590150976578,22.257961868338267,84.2810946256342,79.16471493418663,11303390.15,1.4298718159347972,0.006699801422040075,1.0116644741704235,1.0049151729148211,0.013230603156692566
