analysis_date,total_trades,total_invested,total_pnl,portfolio_return,win_ratio,avg_market_return,portfolio_alpha,stocks_analyzed,effective_stocks
2025-08-01 19:50:57,0,0,0,0,0,3.6709545348922723,-3.6709545348922723,3,1
