stock,entry_date,exit_date,entry_price,exit_price,shares,days_held,investment,exit_value,pnl,pnl_percent,entry_rsi,exit_rsi,entry_ml_prediction,entry_ml_confidence,exit_ml_prediction,exit_ml_confidence,buy_reason,sell_reason,profitable
INFY.NS,2025-02-01 00:00:00+05:30,2025-02-04 00:00:00+05:30,1825.6627197265625,1872.4544677734373,5.477463001215112,2,10000,10256.300068688937,256.30006868893724,2.5630006868893727,,,1.0,0.85,0.0,0.9,ML-only BUY (85.0%),ML-only SELL (90.0%),True
INFY.NS,2025-02-19 00:00:00+05:30,2025-02-20 00:00:00+05:30,1785.6754150390625,1799.8262939453125,5.600121901090992,1,10000,10079.246646882577,79.2466468825769,0.792466468825769,32.94320831022044,39.17872049988584,1.0,0.88,0.0,0.85,ML-only BUY (88.0%),ML-only SELL (85.0%),True
INFY.NS,2025-02-28 00:00:00+05:30,2025-03-07 00:00:00+05:30,1664.2833251953125,1662.60693359375,6.008592316351212,5,10000,9989.927246303656,-10.07275369634408,-0.10072753696344079,18.865892865800348,28.24065116263246,1.0,0.85,1.0,0.79,ML-only BUY (85.0%),Holding Period Exceeded (5 days),False
INFY.NS,2025-03-21 00:00:00+05:30,2025-03-25 00:00:00+05:30,1570.45361328125,1605.8553466796875,6.367586992338064,2,10000,10225.423617094111,225.42361709411125,2.2542361709411125,28.932108234341385,38.30511663351128,1.0,0.88,0.0,0.87,ML-only BUY (88.0%),ML-only SELL (87.0%),True
INFY.NS,2025-03-26 00:00:00+05:30,2025-03-27 00:00:00+05:30,1577.2578125,1581.301025390625,6.340117589368416,1,10000,10025.634445165413,25.634445165413126,0.2563444516541313,34.36113729969732,35.374269253954125,1.0,0.83,0.0,0.8,ML-only BUY (83.0%),ML-only SELL (80.0%),True
INFY.NS,2025-04-09 00:00:00+05:30,2025-04-21 00:00:00+05:30,1384.2237548828125,1430.8675537109375,7.224265560192322,5,10000,10336.967189470563,336.9671894705625,3.3696718947056254,25.19747563056815,36.64621508206937,1.0,0.86,0.0,0.76,ML-only BUY (86.0%),Holding Period Exceeded (5 days),True
INFY.NS,2025-04-22 00:00:00+05:30,2025-04-29 00:00:00+05:30,1403.058837890625,1476.722412109375,7.127284850743762,5,10000,10525.021276580936,525.0212765809356,5.250212765809356,33.597437532434355,47.322321926418866,1.0,0.92,1.0,0.8,ML-only BUY (92.0%),Holding Period Exceeded (5 days),True
INFY.NS,2025-04-30 00:00:00+05:30,2025-05-08 00:00:00+05:30,1479.2862548828125,1490.4295654296875,6.760016843928689,5,10000,10075.328966994004,75.32896699400408,0.7532896699400408,47.80894272472701,50.12696033191343,1.0,0.92,0.0,0.72,ML-only BUY (92.0%),Holding Period Exceeded (5 days),True
INFY.NS,2025-05-13 00:00:00+05:30,2025-05-15 00:00:00+05:30,1546.8358154296875,1590.6197509765625,6.464810227594938,2,10000,10283.054834327795,283.0548343277951,2.830548343277951,57.2998012680219,62.72956300611587,1.0,0.83,0.0,0.8,ML-only BUY (83.0%),ML-only SELL (80.0%),True
INFY.NS,2025-05-19 00:00:00+05:30,2025-05-21 00:00:00+05:30,1538.157958984375,1546.7371826171875,6.501282876436738,2,10000,10055.775959697125,55.77595969712456,0.5577595969712457,53.24903493149177,54.58368582123244,1.0,0.92,0.0,0.8,ML-only BUY (92.0%),ML-only SELL (80.0%),True
INFY.NS,2025-05-22 00:00:00+05:30,2025-05-26 00:00:00+05:30,1526.028564453125,1558.5706787109375,6.552957285949394,2,10000,10213.24708472593,213.2470847259301,2.132470847259301,50.789647151139306,56.1379598117359,1.0,0.89,0.0,0.88,ML-only BUY (89.0%),ML-only SELL (88.0%),True
INFY.NS,2025-05-27 00:00:00+05:30,2025-05-29 00:00:00+05:30,1548.3150634765625,1563.5999755859375,6.458633798696084,2,10000,10098.719649959708,98.71964995970848,0.9871964995970848,54.0660973838265,56.80035478517347,1.0,0.85,0.0,0.83,ML-only BUY (85.0%),ML-only SELL (83.0%),True
INFY.NS,2025-07-25 00:00:00+05:30,2025-08-01 00:00:00+05:30,1515.699951171875,1469.5999755859375,6.597611877118834,5,10000,9695.850253539329,-304.14974646067094,-3.0414974646067092,32.412013893040225,25.96009686620357,1.0,0.61,1.0,0.63,Traditional BUY + ML UP (61.0%),Holding Period Exceeded (5 days),False
